IdEntidad,Nit,RazónSocial,Departamento,Municipio,Dirección,CódigoPostal,Teléfono,Fax,email,PáginaWeb,ÁmbitoSIIF
217870678,892280054:4,San Benito Abad,DEPARTAMENTO DE SUCRE,SAN BENITO ABAD,Alcaldía Municipal,703010,"095-2930003,2930004","095-2930003,2030004",alcaldia@sanbenitoabad-sucre.gov.co,http://www.Sanbenitoabad-sucre.gov.co,No
217873678,890700842:8,San Luis - Tolima,DEPARTAMENTO DE TOLIMA,SAN LUIS (TOLIMA),CALLE 7 5 04 08 12 18,733001,098-2252010,098-9999999,alcaldia@sanluis-tolima.gov.co,http://www.sanluis-tolima.gov.co,No
217905079,890980445:7,Barbosa - Antioquia,DEPARTAMENTO DE ANTIOQUIA,BARBOSA (ANTIOQUIA),CALLE 15 14 48 PAR PRINCIPAL,051020,"094-4061453,4060053,4063041",094-4063014,alcaldia@barbosa.gov.co,http://www.barbosa.gov.co,No
217905579,890980049:3,Puerto Berrío,DEPARTAMENTO DE ANTIOQUIA,PUERTO BERRIO,PALACIO MUNICIPAL,053420,094-8332120,094-8332120,alcaldia@puertoberrio-antioquia.gov.co,http://www.puertoberrio-antioquia.gov.co,No
217905679,890980344:1,Santa Bárbara - Antioquia,DEPARTAMENTO DE ANTIOQUIA,SANTA BARBARA (ANTIOQUIA),CARRERAA 51  50 21,055050,094-8463607,094-8463101,alcaldia@santabarbara-antioquia.gov.co,http://www.santabarbara-antioquia.gov.co,No
217915879,891801347:0,Viracachá,DEPARTAMENTO DE BOYACA,VIRACACHA,CARRERA 6 4 47 SEC PALACIO MUNICIPAL,153450,313-4921754,098-7425213,alcaldia@viracacha-boyaca.gov.co,http://www.viracacha-boyaca.gov.co,No
217918479,800095773:4,Morelia,DEPARTAMENTO DE CAQUETA,MORELIA,CALLEL3 CARRERAA 3 ESQUINA,185010,320-8343489,320-8343496,alcaldia@morelia-caqueta.gov.co,http://www.morelia-caqueta.gov.co,No
217923079,800096739:8,Buenavista - Córdoba,DEPARTAMENTO DE CORDOBA,BUENAVISTA (CORDOBA),CARRERA 11 N° 11-47 ANTIGUO TERMINAL DE TRANSPORTE,702030,094-8100075,094-8100075,alcaldia@buenavista-cordoba.gov.co,http://www.buenavista-cordoba.gov.co,No
217925279,899999364:5,Fómeque,DEPARTAMENTO DE CUNDINAMARCA,FOMEQUE,MUNICIPIO DE FOMEQUE CUNDINAMARCA ALTO DEL CARACOL,251640,091-8485015,091-8485007,jetatorres0310@hotmail.com,http://www.fomeque-cundinamarca.gov.co,No
217925779,899999700:7,Susa,DEPARTAMENTO DE CUNDINAMARCA,SUSA,CARRERAA 4 6 07,250630,"091-8559011,8559256,8559010",091-8559011,tesoreria@susa-cundinamarca.gov.co,http://www.susa-cundinamarca.gov.co/,No
217944279,892170008:3,Fonseca,DEPARTAMENTO DE GUAJIRA,FONSECA,CALLE 12 N°18 - 05 BARRIO LAS FLORES,444010,095-7755813,095-7755813,secretaria.hacienda@fonseca-guajira.gov.co,http://www.fonseca-guajira.gov.co,No
217952079,800099061:7,Barbacoas,DEPARTAMENTO DE NARIÑO,BARBACOAS,BARBACOAS NARIÑO,528060,092-1111111,092-1111111,alcaldia@barbacoas-narino.gov.co,http://www.barbacoas-narino.gov.co/,No
217968079,890210932:1,Barichara,DEPARTAMENTO DE SANTANDER,BARICHARA,Calle 5  6 - 39,684041,"097-7267052,7267122",097-7267205,ediliasilvahernandez@yahoo.es,http://www.barichara-santander.gov.co,No
217968179,890208098:5,Chipatá,DEPARTAMENTO DE SANTANDER,CHIPATA,CARRERAA 6 NO 3-17,685551,"097-6274306,6274320,7565494",097-7565495,contactenos@chipata-santander.gov.co,http://www.chipata-santander.gov.co,No
217968679,800099824:1,San Gil,DEPARTAMENTO DE SANTANDER,SAN GIL,CALLE  12 9-51,684031,097-7237846,097-7243597,hacienda@sangil.gov.co,http://www.sangil.gov.co,No
217985279,800103661:3,Recetor,DEPARTAMENTO DE CASANARE,RECETOR,CARRERA 2 #  2-40,856050,313-4733470,311-5348788,tesoreria@recetor-casanare.gov.co,http://www.recetor-casanare.gov.co/,No
218005380,890980782:4,La Estrella,DEPARTAMENTO DE ANTIOQUIA,LA ESTRELLA,Calle 80 Sur  58 -78,055460,604-6050707,604-6050707,hacienda@laestrella.gov.co,http://www.laestrella.gov.co,No
218005480,890980950:5,Mutatá,DEPARTAMENTO DE ANTIOQUIA,MUTATA, CARRERAA 10 # 10-15 MUTATÁ ,057420,"094-8578253,8284462,8578602",094-8578639,hacienda@mutata-antioquia.gov.co,http://www.mutata-antioquia.gov.co,No
218013580,806001274:1,Regidor,DEPARTAMENTO DE BOLIVAR,REGIDOR,AVENIDA RIOVIEJO PALACIO MUNICIPAL,133560,320-5230396,320-5230396,secretariadehacienda@regidor-bolivar.gov.co,http://www.regidor-bolivar.gov.co,No
218013780,800095530:1,Talaigua Nuevo,DEPARTAMENTO DE BOLIVAR,TALAIGUA NUEVO,CALLE 14 NUEMRO 6-22,152540,095-6837742,095-6837742,alcaldia@talaiguanuevo-bolivar.gov.co,http://talaiguanuevo-bolivar.gov.co,No
218015180,800074859:9,Chiscas,DEPARTAMENTO DE BOYACA,CHISCAS,CALLE 4 N°. 4 ? 41,151401,"098-7888226,78882256,7888301",098-7888301,yami.rhc@gmail.com,http://www.chiscas-boyaca.gov.co,No
218015380,800099665:5,La Capilla,DEPARTAMENTO DE BOYACA,LA CAPILLA,CARRERA 4 NO 3-63,153220,"098-7539130,7539183",098-7539183,contactenos@lacapilla-boyaca.gov.co,http://www.contactenoslacapilla-boyaca.gov.co,No
218015480,800077808:7,Muzo,DEPARTAMENTO DE BOYACA,MUZO,Palacio municipal,154880,098-7256057,098-7256276,municipiodemuzo@yahoo.es,http://muzo-boyaca.gov.co,No
218015580,800029513:5,Quípama,DEPARTAMENTO DE BOYACA,QUIPAMA,CALLE 9 - 6-28,155020,098-7265131,098-7265131,alcaldia@quipama-boyaca.gov.co,http://www.quipama-boyaca.gov.co,No
218017380,890801130:6,La Dorada,DEPARTAMENTO DE CALDAS,LA DORADA,CARRERA 9 14 76,175031,"096-8572001,8572013","096-8572001,8577533",alcaldia@ladorada-caldas.gov.co,http://www.ladorada-caldas.gov.co,No
218019780,800117687:5,Suárez - Cauca,DEPARTAMENTO DE CAUCA,SUAREZ (CAUCA),CARRERA 3 NO 3-126,190580,092-3124532300,092-3124532300,contactenos@suarez-cauca.gov.co,http://www.suarez-cauca.gov.co,No
218023580,800096772:1,Puerto Libertador,DEPARTAMENTO DE CORDOBA,PUERTO LIBERTADOR,CARRERAA 9 # 9-33,234030,"094-7725043,7725032",094-7725220,secretariadehacienda@puertolibertador-cordoba.gov.co,http://www.puertolibertador-cordoba.gov.co,No
218025580,800085612:4,Pulí,DEPARTAMENTO DE CUNDINAMARCA,PULI,CARRERAA 3-40,252801,310-8594378,310-8594378,tesoreria@puli-cundinamarca.gov.co,http://alcaldiapuli-cundinamarca.gov.co,No
218027580,818001203:0,Rio Iró,DEPARTAMENTO DE CHOCO,RIO IRÓ,"PALACIO MUNICIPAL, BARRIO EL ROSARIO SANTA RITA DE IRO",273010,094-6702070,094-6702070,contactenos@rioiro-choco.gov.co,http://www.rioiro-choco.gov.co,No
218047980,819003297:5,Zona Bananera,DEPARTAMENTO DE MAGDALENA,ZONA BANANERA,PRADO SEVILLA CASA 9,478020,095-4201522,095-4201522,alcaldia@zonabananera-magdalena.gov.co,http://www.zonabananera-magdalena.gov.co,No
218050680,800098203:1,San Carlos de Guaroa,DEPARTAMENTO DEL META,SAN CARLOS DE GUAROA,CALLE 4  10-37,507011,098-6557097,098-6557097,contabilidad@sancarlosdeguaroa-meta.gov.co,http://www.sancarlosdeguaroa-meta.gov.co/,No
218052480,814003734:4,Nariño - Nariño,DEPARTAMENTO DE NARIÑO,NARIÑO (NARIÑO),PLAZA PRINCIPAL - NARIÑO,522020,092-7231556,092-7231578,carlosmuoz872@yahoo.es,http://narino-narino.gov.co,No
218054480,890503233:8,Mutiscua,DEPARTAMENTO DE NORTE DE SANTANDER,MUTISCUA,CALLE 8 N 2 48,544070,097-5202095,097-5292095,alcaldia@mutiscua-nortedesantander.gov.co,http://www.mutiscua-nortedesantander.gov.co,No
218054680,800099262:0,Santiago - Norte de Santander,DEPARTAMENTO DE NORTE DE SANTANDER,SANTIAGO (NORTE DE SANTANDER),CARRERA 3 3-61 CENTRO,545030,097-6856527,"077-5856511,5856527",alcaldia@santiago-nortedesantander.gov.co,http://santiago-nortedesantander.gov.co,No
218068780,890205051:6,Suratá,DEPARTAMENTO DE SANTANDER,SURATA,Calle 4   4 - 19,680501,"097-6169707,6169790",097-6169790,contador@surata-santander.gov.co,http://surata-santander.gov.co,No
218115681,891801369:2,San Pablo de Borbur,DEPARTAMENTO DE BOYACA,SAN PABLO DE BORBUR,CARRERA 3 NO 2 08,155040,"098-7258107,987258111,",098-7258111,alcaldia@sanpablodeborbur-boyaca.gov.co,http://www.sanpablodeborbur-boyaca.gov.co,No
218125181,899999414:5,Choachí,DEPARTAMENTO DE CUNDINAMARCA,CHOACHI,CALLE 3 NO. 3-41,251620,"091-8486806,8486313",091-8486806,alcaldia@choachi-cundinamarca.gov.co,http://www.choachi-cundinamarca.gov.co/,No
218125281,899999420:1,Fosca,DEPARTAMENTO DE CUNDINAMARCA,FOSCA,CALLE 3 NO. 1-20,251830,311-2733134,601-8490001,direccionfinanciera@fosca-cundinamarca.gov.co,http://www.fosca-cundinamarca.gov.co,No
218125781,899999476:1,Sutatausa,DEPARTAMENTO DE CUNDINAMARCA,SUTATAUSA,CARRERAA 4 NO. 4-08,250440,601-3142958385,601-3142958385,hacienda@sutatausa-cundinamarca.gov.co,http://www.sutatausa-cundinamarca.gov.co/,No
218152381,800099100:6,La Florida,DEPARTAMENTO DE NARIÑO,LA FLORIDA,CALLE 3 NO. 3-82 BARRIO PORVENIR,522048,092-3173947594,092-7287731,tesoreria@laflorida-narino.gov.co,http://www.laflorida-narino.gov.co,No
218168081,890201900:6,Barrancabermeja,DEPARTAMENTO DE SANTANDER,BARRANCABERMEJA,CARRERA 5 50 43 SECTOR COMERCIAL,687031,097-6115555,097-6229091,contactenos@barrancabermeja.gov.co,http://www.barrancabermeja.gov.co,No
218205282,890980848:1,Fredonia,DEPARTAMENTO DE ANTIOQUIA,FREDONIA,CALLE 50 N° 50 - 58,055070,"094-8401264,8401393,8401175",094-8401338,contactenos@fredonia-antioquia.gov.co,http://www.fredonia-antioquia.gov.co,No
218223182,800096753:1,Chinú,DEPARTAMENTO DE CORDOBA,CHINU,CALLE 15 8 20,232050,094-7657361,094-7657361,elenioc@hotmail.com,http://www.chinu-cordoba.gov.co/paginas/inicio.aspx,No
218266682,891480033:4,Santa Rosa de Cabal,DEPARTAMENTO DE RISARALDA,SANTA ROSA DE CABAL,CARRERA 14 CALLE 12 ESQUINA,661020,096-3660600,096-3660474,contabilidad@santarosadecabal-risaralda.gov.co,http://www.santarosadecabal-risaralda.gov.co,No
218268682,890208676:2,San Joaquín,DEPARTAMENTO DE SANTANDER,SAN JOAQUIN,CARRERA 4  5-26,682511,311-5149176,311-5149176,secretariadehacienda@sanjoaquin-santander.gov.co,http://www.sanjoaquin-santander.gov.co,No
218305483,890982566:9,Nariño - Antioquia,DEPARTAMENTO DE ANTIOQUIA,NARIÑO (ANTIOQUIA),CALLE 10 10 15,054840,094-8680113,094-8680077,alcadia@narino-antioquia.gov.co,http://www.narino-antioquia.gov.co,No
218313683,890481343:3,Santa Rosa Norte,DEPARTAMENTO DE BOLIVAR,SANTA ROSA (BOLIVAR),CALLE PRINCIPAL,130520,"095-6297108,6297050",095-6297108,libostar@hotmail.com,http://www.santarosanortedebolivar.gov.co,No
218315183,891801962:0,Chita,DEPARTAMENTO DE BOYACA,CHITA,CARRERAA 4 N° 4 - 43,151601,098-7892158,098-7892158,alcaldia@chita-boyaca.gov.co,http://www.chita-boyaca.gov.co,No
218320383,800096599:3,La Gloria,DEPARTAMENTO DE CESAR,LA GLORIA,Calle 2  2 - 24,204060,095-5683026,095-5683026,josalro19@yahoo.es,http://www.lagloria-cesar.gov.co,No
218325183,899999357:3,Chocontá,DEPARTAMENTO DE CUNDINAMARCA,CHOCONTA,CARRERA 5 5 19,250081,091-8562125,091-8561352,secretariadehacienda@choconta-cundinamarca.gov.co,http://www.choconta-cundinamarca.gov.co/,No
218325483,890680390:3,Nariño - Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,NARIÑO (CUNDINAMARCA),Alcaldia municipal,252830,091-8375548,091-8341989,contabilidad@narino-cundinamarca.gov.co,http://www.narino-cundinamarca.gov.co/,No
218341483,891102844:0,Nátaga,DEPARTAMENTO DE HUILA,NATAGA,CARRERA 8 NO 2 - 43,415020,098-8310118,098-8310120,alcaldia@nataga-huila.gov.co,http://www.nataga-huila.gov.co/,No
218350683,800098205:6,San Juan de Arama,DEPARTAMENTO DEL META,SAN JUAN DE ARAMA,CARRERA 9 N° 11-25 - 35 BARRIO EL CENTRO,504041,098-6536084,098-6536107,tesoreria@sanjuandearama-meta.gov.co,http://sanjuandearama-meta.gov.co,No
218352083,800035482:1,Belén - Nariño,DEPARTAMENTO DE NARIÑO,BELEN (NARIÑO),CARRERAA 2 CALLE 5 ESQUINA,123456,092-7440783,092-7440783,alcaldia@belen-narino.gov.co,http://www.belen-narino.gov.co,No
218352683,800099138:5,Sandoná,DEPARTAMENTO DE NARIÑO,SANDONA,CARRERA 5A N° 05 - 32 PARQUE PRINCIPAL,522520,092-7288086,092-7287104,alcaldia@sandona-narino.gov.co,http://www.sandona-narino.gov.co,No
218366383,891480026:2,La Celia,DEPARTAMENTO DE RISARALDA,LA CELIA,CARRERAA 3 NO 3-16,662030,314-8937463,314-8937463,alcaldia@lacelia-risaralda.gov.co,http://www.lacelia-risaralda.gov.co/,No
218373283,800100056:3,Fresno,DEPARTAMENTO DE TOLIMA,FRESNO,CARRERA 7 NO 3-28,731560,322-5126243,608-2582028,contactenos@fresno-tolima.gov.co,http://www.fresno-tolima.gov.co,No
218373483,800100134:1,Natagaima,DEPARTAMENTO DE TOLIMA,NATAGAIMA,KR 3  N° 5 - 20 BARRIO CENTRO,735001,098-2269020,098-2269111,alcaldia@natagaima-tolima.gov.co,http://www.natagaima-tolima.gov.co,No
218405284,890983706:8,Frontino,DEPARTAMENTO DE ANTIOQUIA,FRONTINO,CALLE 30 NO. 30-04,057450,094-8595032,094-3814349,alcaldia@frontino-antioquia.gov.co,http://www.frontino-antioquia.gov.co,No
218468684,890204890:4,San José de Miranda,DEPARTAMENTO DE SANTANDER,SAN JOSE DE MIRANDA,Carrera 4 Nº 3 - 31,682021,"097-6626012,6626003",097-6626003,hacienda@sanjosedemiranda-santander.gov.co,http://www.sanjosedemiranda-santander.gov.co,No
218505585,890981000:8,Puerto Nare (La Magdalena),DEPARTAMENTO DE ANTIOQUIA,PUERTO  NARE (LA MAGDALENA),CALLE 50 # 2 -13 PARQUE PRINCIPAL,053430,094-8347329,094-8347334,secretariahacienda@puertonare-antioquia.gov.co,http://www.puertonare-antioquia.gov.co/,No
218505885,890980964:8,Yalí,DEPARTAMENTO DE ANTIOQUIA,YALI,YALI,053010,094-8675653,094-8675656,alcaldia@yali-antioquia.gov.co,"http://www.yali-antioquia,gov.co",No
218508685,800116284:6,Santo Tomás,DEPARTAMENTO DE ATLANTICO,SANTO TOMAS,CALLE3 NO.11-13,083060,095-8790596,095-8970596,alcaldia@santo-atlantico.gov.co,http://www.santotomas-atlantico.gov.co,No
218515185,800034476:0,Chitaraque,DEPARTAMENTO DE BOYACA,CHITARAQUE,CALLE 2 3 35 PALACIO MUNICIPAL,154420,098-7290631,098-7290631,alcaldia@chitaraque-boyaca.gov.co,http://www.chitraque.gov.co,No
218518785,800095788:4,Solita,DEPARTAMENTO DE CAQUETA,SOLITA,CARRERA 3 Nº. 3-42 - PALACIO MUNICIPAL - BARRIO EL CENTRO,185070,098-4304138,098-4361033,alcaldia@solita-caqueta.gov.co,http://www.solita-caqueta.gov.co/,No
218519585,891500721:0,Puracé (Coconuco),DEPARTAMENTO DE CAUCA,PURACE (COCONUCO),CARRERA 3 NUMERO 5-22,193001,092-3218381609,092-8242476,tesoreria@purace-cauca.gov.co,http://wwwpurace-cauca.gov.co,No
218519785,817003440:5,Sucre - Cauca,DEPARTAMENTO DE CAUCA,SUCRE (CAUCA),CARRERA 2 1-19,194060,"092-8272815,8272745,8272743",092-8272815,tesoreria@sucre-cauca.gov.co,http://www.sucre-cauca.gov.co,No
218525785,899999443:9,Tabio,DEPARTAMENTO DE CUNDINAMARCA,TABIO,CARRERA 5 4 15,250230,"091-8647153,8647148,8647270",091-8647148,alcaldia@tabio-cundinamarca.gov.vo,http://www.tabio-cundinamarca.gov.co,No
218525885,800094776:1,Yacopí,DEPARTAMENTO DE CUNDINAMARCA,YACOPI,CARRERA 4 10 38,253840,091-8546095,091-8546093,sechacienda@yacopi-cundinamarca.gov.co,http://www.yacopi-cundinamarca.gov.co/,No
218541885,800097180:6,Yaguará,DEPARTAMENTO DE HUILA,YAGUARÁ,CALLE 4  NO. 3 - 91,412080,"098-8383035,8383066,8383035",098-8383069,tesoreria@yaguara-huila.gov.vo,http://www.yaguara-huila.gov.co,No
218552385,800149894:0,La Llanada,DEPARTAMENTO DE NARIÑO,LA LLANADA,MUNICIPIO DE LA LLANADA,523501,315-7090258,323-4835824,alcaldia@lallanada-narino.gov.co,http://www.lallanada-narino.gov.co,No
218552585,800099122:8,Pupiales,DEPARTAMENTO DE NARIÑO,PUPIALES,CALLE 6 2 77 BARRIO EL CENTRO,524520,092-7246095,092-7246095,shacienda@pupiales-narino.gov.co,http://www.pupiales-narino.gov.co,No
218552685,800193031:8,San Bernardo - Nariño,DEPARTAMENTO DE NARIÑO,SAN BERNARDO (NARIÑO),CALLE 5 NRO 1 - 04 BARRIO VILLA HERMOSA,521001,092-7264745,092-7264745,contactenos@sanbernardo-narino.gov.co,http://www.sanbernardo-narino.gov.co/,No
218552885,800099153:6,Yacuanquer,DEPARTAMENTO DE NARIÑO,YACUANQUER,CARRERA 2 NO 9-37 PALACIO MUNICIPAL,523001,072-7753083,072-7753090,contactenos@yacuanquer-narino.gov.co,http://www.yacuanquer-narino.gov.co,No
218554385,800245021:9,La Esperanza,DEPARTAMENTO DE NORTE DE SANTANDER,LA ESPERANZA,CALLE 3 NRO. 2A-24 BARRIO CENTRO,546050,097-5655004,097-5655066,alcaldia@laesperanza-nortedesantander.gov.co,http://alcaldia la esperanza norte de santander,No
218568385,890210704:7,Landázuri,DEPARTAMENTO DE SANTANDER,LANDAZURI,CARRERA 9 #2721,686021,097-6242034,097-6242034,hacienda@landazuri-santander.gov.co,http://www.landazuri-santander.gov.co ,No
218573585,890701077:4,Purificación,DEPARTAMENTO DE TOLIMA,PURIFICACION,CARRERA 4 NO 8-122 BARRIO EL CAMELLON,734501,098-2280050,098-2280881,contabilidad@purificacion-tolima.gov.co,http://www.purificacion-tolima.gov.co,No
218586885,800054249:0,Villagarzón (Villa Amazónica),DEPARTAMENTO DE PUTUMAYO,VILLAGARZON (VILLA AMAZONICA),CLL 2 N° 5 14,868850,038-3202757742,098-4284019,financiera@villagarzon-putumayo.gov.co,http://villagarzon-putumayo.gov.co,No
218605086,890981880:2,Belmira,DEPARTAMENTO DE ANTIOQUIA,BELMIRA,BELMIRA,051420,"094-8674030,8674159",094-8674109,alcaldia@belmira-antioquia.gov.co,http://www.belmira-antioquia.gov.co,No
218605686,890981554:6,Santa Rosa de Osos,DEPARTAMENTO DE ANTIOQUIA,SANTA ROSA DE OSOS,CALLE 30 30 10,051860,"094-8608020,8609006",094-8609006,financiera@santarosadeosos.gov.co,http://www.santarosadeosos.gov.co,No
218615686,800020733:8,Santana,DEPARTAMENTO DE BOYACA,SANTANA,"CARRERA 4 NO,4-04",154440,"098-7289026,987289026,289026",098-7289026,tesoreria@santana-boyaca.gov.co,http://www.santana-boyaca.gov.co,No
218617486,890801135:2,Neira,DEPARTAMENTO DE CALDAS,NEIRA,CARRERA 10 CALLE 10 ESQUINA PALACIO MUNICIPAL,171001,606-3107152159,606-8587389,alcaldia@neira-caldas.gov.co,http://neira-caldas.gov.co,No
218623586,800079162:7,Purísima,DEPARTAMENTO DE CORDOBA,PURISIMA,CARRERA 7 CALLE 5 ESQ. BARRRIO EL CENTRO - PALACIO MUNICIPAL,231540,094-7718028,094-7620221,alcaldia@purisima-cordoba.gov.co,http://www.purisima-cordoba.gov.co,No
218623686,800096805:6,San Pelayo,DEPARTAMENTO DE CORDOBA,SAN PELAYO,CALLE 6 CARREA 6  PALACIO MUNICIPAL,230520,094-7633219,094-7633219,contabilidad@sanpelayo-cordoba.gov.co,http://sanpelayo-cordoba.gov.co,No
218625086,800094624:0,Beltrán,DEPARTAMENTO DE CUNDINAMARCA,BELTRAN,CARRERAA. 4 # 3 - 07,253260,"091-2852014,6285008,8465333",091-2850259,tesoreria@beltran-cundinamarca.gov.co,http://www.beltran-cundinamarca.gov.co,No
218625286,899999433:5,Funza,DEPARTAMENTO DE CUNDINAMARCA,FUNZA,CARRERA 14 NO. 13-05,250020,091-8258760,091-8257620,hacienda@funza-cundinamarca.gov.co,http://www.funza-cundinamarca.gov.co/,No
218625386,890680026:7,La Mesa,DEPARTAMENTO DE CUNDINAMARCA,LA MESA,CALLE 8 CARRERA 21 ESQUINA,252601,091-8473000,091-8473000,contabilidad@lamesa-cundinamarca.gov.co,http://www.lamesa-cundinamarca.gov.co,No
218625486,899999366:1,Nemocón,DEPARTAMENTO DE CUNDINAMARCA,NEMOCON,CALLE 3 3 21,251030,"091-8544161,8544130,544161",091-8544245,tesoreria@nemocon-cundinamarca.gov.co,http://www.nemocon-cundinamarca.gov.co,No
218650686,892099246:7,San Juanito,DEPARTAMENTO DEL META,SAN JUANITO,CARRERA 3 N 6-54 BR CENTRO,501051,098-6734551,098-6734551,alcaldia@sanjuanito-meta.gov.co,http://www.sanjuanito-meta.gov.co/,No
218652786,800024977:6,Taminango,DEPARTAMENTO DE NARIÑO,TAMINANGO,CALLE5 N16  BARRIO PODER,521560,092-7265763,092-7265763,alcaldia@taminango-narino.gov.co,http://www.taminango-narino.gov.co,No
218668686,890210950:2,San Miguel - Santander,DEPARTAMENTO DE SANTANDER,SAN MIGUEL (SANTANDER),CARRERA 4 4 12,681551,097-6638816,097-6638816,hacienda@sanmiguel-santander.gov.co,http://www.sanmiguel-santander.gov.co,No
218673686,890072044:1,Santa Isabel,DEPARTAMENTO DE TOLIMA,SANTA ISABEL,CARRERA 2 NO. 5-46 CALLE PRINCIPAL,730560,"098-2803041,2803033",098-2803041,alcaldia@santaisabel-tolima.gov.co,http://www.santaisabel-tolima.gov.co/,No
218705887,890980096:1,Yarumal,DEPARTAMENTO DE ANTIOQUIA,YARUMAL,CALLE 20 NRO 20 - 05 PISO 02,052030,"094-8871121,8675656,",094-8871977,alcaldiayarumal@gmail.com,http://www.yarumal.gov.co/alcaldia/,No
218715087,800099199:4,Belén - Boyacá,DEPARTAMENTO DE BOYACA,BELEN (BOYACA),CARRERA 6 NO 6-22,150640,"098-870020,7870581,7870020","098-7870581,7870229",alcaldia@belen-boyaca.gov.co,http://www.belen-boyaca.gov.co,No
218715187,800014989:1,Chivatá,DEPARTAMENTO DE BOYACA,CHIVATA,CALLE 4 NO 3-36,150240,098-7406987,098-7406987,contactenos@chivata-boyaca.gov.co,http://www.chivata-boyaca.gov.co/,No
218720787,800096626:4,Tamalameque,DEPARTAMENTO DE CESAR,TAMALAMEQUE,CARRERA 3 NUMERO 3 14 PLAZA PRINCIPAL,204020,310-7304914,310-7304914,alcaldia@tamalameque-cesar.gov.co,http://www.tamalameque-cesar.gov.co,No
218727787,891680081:6,Tadó,DEPARTAMENTO DE CHOCO,TADO,Calle 5  Nº 16 - 21 Barrio Reyes,271070,094-6795045,094-6795045,alcaldia@tado-choco.gov.co,http://tado-choco.gov.co,No
218750287,892099183:1,Fuente de Oro,DEPARTAMENTO DEL META,FUENTE DE ORO,CARRERAA 13 NO.10-58 BRR EL CENTRO,050287,313-5853983,098-6573071,hacienda@fuentedeoro-meta.gov.co,http://www.fuentedeoro-meta.gov.co/,No
218752287,800099089:2,Funes,DEPARTAMENTO DE NARIÑO,FUNES,BRR RESIDENCIAL PALACIO MUNICIPAL,523520,092-7789064,999-7789064,alcaldia@funes-narino.gov.co,http://www.funes-narino.gov.co,No
218752687,800099142:5,San Lorenzo,DEPARTAMENTO DE NARIÑO,SAN LORENZO,PLAZA SUAREZ MUNICIPIO DE SAN LORENZO,521548,092-7265891,092-7265891,contactenos@sanlorenzo-narino.gov.co,http://www.sanlorenzo-narino.gov.co,No
218766687,891480034:1,Santuario - Risaralda,DEPARTAMENTO DE RISARALDA,SANTUARIO (RISARALDA),CALLE 7 N° 05 - 42 PISO 2,663001,"096-3687170,3687192",096-3687170,alcaldia@santuario-risaralda.gov.co,http://www.santuario-risaralda.gov.co/,No
218805088,890980112:1,Bello,DEPARTAMENTO DE ANTIOQUIA,BELLO,Carrera  50     51 - 00,050031,"094-4521000,6047944",094-2750845,retencionbello@gmail.com,http://www.bello.gov.co,No
218813188,800254481:1,Cicuco,DEPARTAMENTO DE BOLIVAR,CICUCO,PALACIO MUNICIPAL CARRERAA 12 N° 14 - 19,095131,"095-956878731,",095-6878731,secretariadehacienda@cicuco-bolivar.gov.co,http://cicuco-bolivar.gov.co,No
218813688,800049017:9,Santa Rosa del Sur,DEPARTAMENTO DE BOLIVAR,SANTA ROSA DEL SUR,CARRERA 12A N° 11 - 26,135001,095-5697214,095-5697214,contactenos@santarosadelsur-bolivar.gov.co,http://www.santarosadelsur-bolivar.gov.co,No
218817088,890802650:9,Belalcázar,DEPARTAMENTO DE CALDAS,BELALCAZAR,CALLE 15 NO 4 17 PLAZA PRINCIPAL,177001,096-8604011,096-8601140,hacienda@belalcazar-caldas.gov.co,http://www.belalcazar.caldas.gov.co,No
218817388,890802795:8,La Merced,DEPARTAMENTO DE CALDAS,LA MERCED,CALLE 14 6  27,172060,"096-8512371,8512233,8512231",096-8512232,sec.hacienda@lamerced-caldas.gov.co,http://alcaldialamerced.com,No
218825288,899999323:3,Fúquene,DEPARTAMENTO DE CUNDINAMARCA,FUQUENE,CALLE 6 N 2 - 39,250620,060-3143044822,060-8585009,alcaldia@fuquene-cundinamarca.gov.co,http://www.fuquene-cundinamarca.gov.co/,No
218825488,899999707:8,Nilo,DEPARTAMENTO DE CUNDINAMARCA,NILO,CARERA 5 N. 3-16 CENTRO,252401,"091-8392504,8392615,3176489325",091-8392504,hacienda@nilo-cundinamarca.gov.co,http://www.nilo-cundinamarca.gov.co,No
218847288,891780045:1,Fundación,DEPARTAMENTO DE MAGDALENA,FUNDACION,CARRERA 5 4 48 BRR CENTRO,472020,095-4141877,095-4140498,secretariadespacho@fundacion-magdalena.gov.co,http://www.fundacion-magdalena.gov.co,No
218852788,800099151:1,Tangua,DEPARTAMENTO DE NARIÑO,TANGUA,BARRIO LOS ANDES PALACIO MUNICIPAL,523501,927-8185759,927-8185759,despachoalcaldia@tangua-narino.gov.co,http://www.tangua-narino.gov.co,No
218866088,891480024:8,Belén de Umbría,DEPARTAMENTO DE RISARALDA,BELEN DE UMBRIA,CARRERA 9 CALLE 10 PARQUE LOS FUNDADORES,664040,096-3528733,096-3528733,alcaldia@belendeumbria-risaralda.gov.co,http://www.belendeumbria-risaralda.gov.co,No
218905789,890981238:3,Támesis,DEPARTAMENTO DE ANTIOQUIA,TAMESIS,CALLE 10 9 51,056020,094-8496010,094-8496010,hacienda@tamesis-antioquia.gov.co,http://www.tamesis-antioquia.gov.co,No
